sourceCurrency,targetCurrency,sourceAmount
CHF,IRR,7934.35
RON,TZS,425.73
BDT,WST,15.68
CHF,TOP,31734.94
EGP,AMD,728962.35
UZS,COP,4885.13
AUD,SAR,7.24
NZD,AUD,2026.98
RON,AUD,19008.23
EUR,PKR,8.8
BRL,HRK,4523.6
BOB,USD,61.29
VND,EUR,467.1
CAD,EGP,284.49
MKD,USD,3311.74
CAD,GEL,488.12
KES,CNY,3542.03
DZD,CLP,231.0
EUR,VES,24649.82
MXN,USD,9532.99
UYU,WST,21.09
EUR,VUV,186.68
CHF,JOD,75.14
CHF,KZT,382858.14
CNY,PGK,1712.39
GBP,TOP,34.33
INR,JPY,422.95
CHF,TND,42.79
AUD,WST,17.48
IRR,CAD,377.11
CNY,SEK,1604.05
CLP,CAD,410.62
MYR,GBP,260.4
TZS,JPY,372.27
CAD,BOB,2877.84
EUR,JPY,2462.37
TRY,UYU,392.41
CNY,IRR,4883.77
CHF,TWD,417.43
EUR,HRK,1406.33
GBP,EGP,46.22
UGX,AUD,2896.25
SBD,FJD,3487.93
AUD,BGN,3754.65
PYG,CHF,32215.15
RSD,CNY,289.24
JPY,MKD,44.91
THB,JOD,41.44
OMR,CAD,174.06
AUD,BGN,13.63
VUV,EUR,16.98
KZT,GBP,2316.21
TND,IDR,420.73
BGN,BRL,166.21
TZS,JPY,110.06
SBD,EUR,207.83
CHF,RSD,34.14
USD,EUR,1462.54
CHF,GBP,47.24
TZS,AUD,6827.87
USD,NOK,312.44
EUR,BDT,3767.6
AUD,MYR,13.06
CAD,PEN,23.13
QAR,CHF,26.89
USD,SGD,61.46
JPY,GEL,948007.91
UAH,UGX,46.64
ARS,AUD,237.18
RON,SAR,2424.54
CHF,SGD,4786.76
MXN,MDL,48.98
IDR,EUR,44.71
BRL,CHF,34340.23
ETB,CNY,120.83
TRY,OMR,436.8
EUR,SBD,10.43
CAD,RSD,284055.13
GEL,CHF,21.38
CAD,MDL,4713.24
CAD,BDT,368.22
EUR,AMD,397.15
JPY,MYR,4354.99
EGP,CAD,19616.81
INR,GBP,41107.52
TWD,JPY,1515.11
CHF,AMD,538.51
RON,USD,151.68
ARS,IRR,47.46
USD,GEL,2045.09
ZAR,MDL,40.74
INR,JPY,46.33
GBP,CAD,3607.03
MAD,ALL,3230.07
CNY,NGN,3973.03
JPY,GEL,7.18
ALL,KRW,23960.79
CNY,MXN,15.85
EUR,TOP,45.12
AMD,BRL,226.05
JOD,DKK,693552.65
MXN,ARS,1711.88
KES,GBP,33.16
TMT,FJD,4943.42
CAD,PGK,36.19
ILS,JPY,10.55
MYR,KRW,235.08
ZAR,AUD,350.47
LKR,RUB,1285.35
DKK,PLN,19615.83
IDR,CNY,23.01
TRY,GBP,24.11
PHP,USD,8.12
BOB,CNY,337.28
AUD,GHS,42.51
JOD,BYN,135.08
JPY,IRR,142519.0
ALL,JPY,49.28
PEN,GBP,153.06
EUR,CHF,1579.69
CNY,AZN,20.85
BOB,GBP,499.36
CNY,NZD,4393.34
PYG,CHF,1159.2
SAR,JPY,4064.71
GBP,OMR,3419.29
USD,CNY,189.22
RUB,CAD,8.58
COP,EUR,322.45
ETB,USD,482.18
PGK,JPY,3804.87
AED,EUR,30.65
AUD,CLP,37.56
GBP,MDL,596.26
RON,CHF,1273.46
WST,CHF,5.37
CHF,SEK,1774.12
NGN,PLN,25.08
CNY,WST,177.23
UAH,AUD,293.25
AUD,WST,42432.83
EUR,UGX,21.84
PKR,SAR,488.42
CNY,CAD,311737.75
VES,EUR,4454.91
PGK,THB,1806.85
UZS,CAD,323.03
CHF,JOD,93.84
EUR,WST,1.51
EUR,SGD,35.84
USD,ZAR,44.62
BHD,CHF,3407.26
MXN,DKK,48.77
EUR,BHD,4.02
CAD,USD,464.64
CZK,GBP,319123.5
CAD,NZD,22276.22
SAR,AUD,2431.96
JPY,QAR,1688.02
AUD,TMT,273.05
GBP,IRR,2734.76
EUR,PKR,30.74
CAD,AUD,4269.4
UYU,JPY,47444.66
AMD,OMR,10109.6
MYR,VES,1597.88
THB,EUR,312.89
HKD,EUR,4674.18
UAH,USD,463.91
TMT,GEL,3820.05
BDT,MXN,18614.32
EUR,DKK,4647.84
AUD,ETB,12.59
GBP,KZT,893315.41
PLN,EUR,380535.92
JPY,VND,121.04
USD,ZAR,4211.96
EUR,BYN,258.67
HRK,KES,3050.9
VND,CAD,37061.99
BRL,USD,20937.82
CNY,HKD,24960.93
KRW,ZAR,32.45
TOP,JPY,49148.0
SGD,DZD,12.89
CHF,ARS,4881.56
AUD,LKR,38.54
GBP,PKR,29.89
JPY,MKD,48.92
CNY,HUF,737.89
CHF,TOP,407.4
PGK,JPY,33.21
DZD,CAD,1604.11
OMR,NOK,15.59
IDR,AUD,2.56
AED,AUD,11.64
CHF,UAH,168904.76
USD,PGK,201.18
KRW,USD,392.27
DKK,NOK,397.25
GBP,PGK,145.72
EUR,PLN,132.54
AUD,SAR,1652.77
USD,BGN,4389.89
GBP,NGN,1568.35
BYN,MDL,389.21
CNY,ALL,1461.08
GEL,CAD,15.92
NOK,JPY,485.87
WST,CHF,237.22
GBP,EUR,7.98
OMR,NOK,3503.75
RUB,GBP,413.61
AUD,NGN,2369.6
QAR,AUD,1692.19
CHF,SAR,245.16
TWD,LBP,45380.64
UYU,MDL,16.58
KRW,CNY,12.42
CAD,ARS,46.91
CHF,FJD,2569.73
COP,PYG,416.24
HRK,KWD,464963.54
AUD,USD,37.55
GBP,AMD,3353.88
EUR,DKK,11.99
USD,KES,499.15
UYU,AZN,157.17
BYN,BGN,4768.32
JPY,HKD,15536.78
ILS,ARS,441.9
AUD,BHD,21.45
RON,CHF,3647.77
UAH,DKK,281.66
GBP,AZN,3963.99
HKD,JPY,2649.83
SEK,AUD,1.86
EUR,ARS,189.01
EGP,GBP,23688.35
GBP,CNY,2148.53
CHF,JPY,15.55
FJD,CHF,33365.99
GBP,RUB,13.86
THB,EUR,179544.81
PKR,AUD,2933.67
USD,CLP,17839.66
IRR,CNY,468.99
PGK,GEL,27.92
CAD,KWD,46.09
JOD,CNY,47.15
VND,CNY,41.69
FJD,CAD,493.51
RSD,RUB,26.67
BHD,BOB,673.53
AUD,HUF,2754.46
AUD,BDT,49.97
EUR,UZS,1210.99
CAD,CNY,477.42
IRR,BDT,3665.83
UYU,AUD,325.49
CHF,BHD,4263.48
DKK,AUD,153311.62
BGN,HRK,431.43
HRK,AUD,123.99
JPY,SEK,44.43
USD,NOK,47209.76
CNY,MXN,493.82
TRY,JPY,16.72
EGP,JPY,651.38
CNY,AUD,294.39
ALL,USD,4647.54
NGN,IDR,578.36
CAD,ETB,4055.23
PEN,JPY,1207.28
QAR,BDT,1940.46
CHF,IRR,29655.91
GBP,TND,59369.39
RON,VUV,27080.08
PEN,EUR,25446.11
RSD,CNY,22775.7
PLN,MYR,443.25
AMD,EUR,462.12
MAD,INR,447.44
UZS,CNY,277.99
GBP,UZS,288.17
MAD,VUV,23.24
AUD,TRY,2.72
CHF,ETB,4289.23
SBD,AUD,16497.85
SEK,HKD,21.35
HUF,CHF,22.38
SBD,CAD,25298.04
UAH,SAR,3566.73
AUD,CHF,189.45
JPY,THB,4038.92
COP,JPY,431.25
BOB,JPY,27264.4
JPY,EUR,349.13
VUV,GBP,214.27
FJD,KES,33887.86
ILS,JPY,92.59
USD,JPY,336.54
FJD,UGX,12431.28
KRW,CHF,369.2
DZD,GBP,3385.99
OMR,GBP,2.74
EUR,IDR,345.33
ALL,KWD,664.1
CAD,KZT,9.75
HRK,ARS,15254.41
CLP,LKR,27.31
USD,SAR,14271.92
THB,NOK,46820.04
USD,JOD,2156.56
CAD,SBD,1805.87
SAR,CNY,27.84
VES,AED,206.13
CAD,IDR,149.59
CAD,UZS,3501.95
AMD,RON,14.09
CAD,CNY,1814.72
INR,JPY,495573.75
GBP,QAR,8.2
GBP,RUB,496.78
JPY,HKD,488.27
JPY,NZD,323715.67
VES,UAH,13.57
CHF,GEL,37781.03
JPY,AZN,13.34
NZD,USD,1149.4
BHD,CHF,2684.44
MKD,ARS,236.38
EUR,VND,34.34
AUD,ILS,41.37
RUB,CAD,1234.69
CNY,CHF,33194.17
BYN,AUD,25.5
VND,CAD,35869.91
VUV,EUR,4831.51
TWD,GBP,120.64
EUR,COP,3695.7
GBP,UZS,40.57
MYR,USD,455.2
DKK,TZS,131.47
SGD,GHS,4731.41
WST,EGP,435.77
AUD,PYG,482.55
COP,CHF,4963.03
ALL,KES,38089.76
NOK,UYU,306.47
USD,KRW,42.38
CAD,BGN,75.32
JPY,UYU,28.86
GBP,MDL,31.11
CNY,ILS,86.97
GHS,HKD,304826.26
EUR,SEK,2926.86
EUR,UGX,415.31
BHD,GBP,207.46
JPY,BOB,43511.24
JPY,EGP,1411.66
BGN,DZD,27.45
JPY,WST,150.74
NZD,CNY,371.82
JPY,FJD,37.62
UZS,CHF,382.88
AUD,SEK,3089.19
CNY,AED,42222.26
HRK,CZK,4242.28
GBP,EUR,1515.13
WST,USD,48.95
HKD,CAD,2408.99
CNY,JPY,9.32
GBP,VND,274.75
CHF,TMT,14.04
USD,PHP,2483.38
TND,CAD,8.96
GBP,UAH,53.71
CAD,MAD,3448.07
AUD,CNY,5389.54
CNY,MYR,3.43
BHD,HKD,27.38
CNY,AED,215.97
AED,HRK,162.32
JOD,CNY,41608.72
JPY,ILS,278.93
CNY,CZK,22678.99
CNY,LKR,25.67
UAH,DKK,44.83
GBP,JPY,303.75
HUF,GBP,8939.52
CNY,QAR,3584.1
MYR,CHF,89.81
NZD,GBP,110.3
SEK,AUD,83.8
PHP,ARS,95781.22
OMR,CAD,61.6
GBP,PHP,357.01
EUR,TRY,4417.44
BRL,CNY,14.34
EUR,LBP,4876.89
UAH,USD,3573.66
AUD,AZN,121.61
USD,MXN,95.65
TRY,GBP,20.61
GBP,TMT,465504.81
GBP,BOB,1026.23
EUR,TRY,21.22
JPY,TZS,14659.99
CAD,AED,16625.9
SBD,EUR,197.5
RSD,EGP,384571.21
BDT,EUR,20.73
EUR,RSD,417.88
JPY,HUF,4824.1
HKD,GEL,25.43
VES,FJD,44.33
MYR,CHF,30137.95
AUD,SEK,383.91
NZD,JPY,1658.15
USD,AUD,129.83
PKR,JPY,397.84
CAD,ETB,1310.66
CNY,PHP,3242.15
EUR,MKD,29385.27
AMD,HKD,432.07
BDT,EUR,49.35
KWD,DKK,54747.93
CHF,CLP,450.86
CHF,PKR,45.65
IRR,GBP,17.51
GBP,UYU,271.64
EUR,THB,406.35
UYU,EUR,216.89
CHF,VUV,47.47
TRY,JPY,2698.36
JOD,GBP,9.41
EUR,NGN,19864.61
COP,NOK,266.13
PLN,EUR,487.05
CAD,TOP,11304.74
CAD,CZK,288.71
JOD,CHF,3401.9
IRR,CHF,252.96
VES,USD,251.65
USD,BDT,45.87
CNY,INR,4046.93
AUD,SGD,383.98
MDL,VND,28644.88
MDL,ALL,25800.2
QAR,GBP,22223.77
AUD,UAH,33030.44
AMD,JOD,16677.32
SGD,CNY,764.88
QAR,GBP,47.93
EUR,NOK,46.57
USD,RUB,12606.51
UAH,AUD,870.34
ETB,MDL,288.83
CNY,BGN,23112.71
EUR,CNY,3063.7
KES,USD,38039.77
SBD,LKR,37312.1
NZD,GBP,459.01
NGN,AUD,29666.14
JPY,ALL,3008.82
TOP,AUD,498.33
CNY,PHP,24.63
ILS,USD,417.09
PHP,JPY,194.85
AUD,PKR,13.9
GBP,MKD,36194.83
OMR,EGP,48.42
TZS,USD,140.35
TZS,PEN,47.34
MDL,TMT,21.71
BRL,USD,117.32
AED,IDR,30156.45
CAD,HKD,367.09
EUR,KRW,7.71
GBP,CNY,3665.65
CNY,KWD,167.29
HUF,USD,341.21
KRW,CNY,4951.51
CNY,SEK,1301.46
ILS,CNY,35.51
CHF,RSD,735.62
RUB,JPY,4485.61
KZT,JPY,5.79
JPY,TWD,34.58
ILS,LBP,47220.62
CAD,CNY,15.61
GBP,EUR,21.54
CNY,MAD,3582.68
JPY,SGD,44.99
UZS,PYG,33.68
JPY,KRW,9.18
CAD,EGP,14.41
EGP,AUD,104.45
MDL,EUR,48.6
CHF,SEK,424.98
RON,JPY,245.82
USD,BOB,27682.54
ARS,IDR,26.83
DZD,CAD,45924.62
NGN,GBP,32665.1
LKR,CHF,2868.97
HKD,USD,4633.99
EUR,LKR,6638.95
CAD,VES,1244.98
BHD,UYU,2244.14
PEN,RSD,688.78
MAD,USD,439949.92
CHF,USD,7.09
JPY,CAD,1202.32
DZD,BHD,3938.72
USD,NZD,468.32
CAD,AMD,13.25
ZAR,CAD,2415.06
AUD,ILS,15870.91
ILS,EUR,41015.86
EUR,CAD,284.16
EUR,NGN,47748.21
BOB,AUD,37622.58
LKR,NZD,1959.37
TWD,CHF,25011.1
CHF,TND,4337.19
UZS,ETB,222.72
LKR,JPY,2055.57
JPY,VES,3946.36
CHF,GHS,819.91
GBP,UZS,509.63
GBP,MYR,38.25
JPY,AMD,2381.75
EUR,PYG,4499.77
CZK,USD,33727.27
ZAR,CAD,1607.76
JPY,CAD,452.67
CHF,TOP,4127.79
JPY,VUV,241.93
CNY,USD,17766.69
VES,DKK,17859.13
LKR,TOP,328.9
CNY,PEN,2139.66
CZK,GBP,123.23
CNY,IRR,390.62
CNY,AUD,662.65
CZK,JPY,45067.08
AUD,CAD,329.56
CNY,AUD,138.71
USD,UYU,466.81
EUR,MKD,34536.89
KES,EUR,245.13
RON,AUD,1231.07
CHF,MAD,4.01
TZS,CHF,45.46
HUF,CAD,112.64
CLP,USD,333.03
USD,AZN,181.18
HKD,BOB,36528.57
JPY,ALL,33.15
USD,CNY,263.25
USD,LBP,14744.49
EUR,KZT,423.14
UYU,BRL,272.81
AUD,MDL,29588.55
INR,PKR,441.39
DKK,USD,28.22
CAD,EUR,1338.09
IDR,AUD,49.7
JOD,AUD,3910.8
KES,RSD,243.29
CHF,CZK,31268.45
UAH,EGP,23718.27
PHP,USD,1808.53
USD,ARS,2251.21
UGX,UAH,348.64
MKD,KES,40.95
KRW,WST,4423.3
EUR,TMT,22652.19
UAH,CHF,93064.06
BRL,JPY,308.66
ALL,AZN,1.96
CAD,EGP,266.51
VUV,GBP,44.07
USD,EGP,42992.45
PGK,PYG,151.9
CHF,CAD,3552.96
JOD,JPY,48.88
DZD,TWD,115.02
USD,BRL,14.98
GBP,AED,14203.91
GEL,UYU,6791.42
NOK,UYU,36.8
SBD,EUR,382.39
MDL,JPY,250.59
JOD,KES,41176.78
TOP,CNY,6.4
GBP,WST,31.76
GBP,JOD,10.86
COP,EUR,30.25
DKK,CAD,24.07
GBP,VES,21.01
MKD,TND,24701.69
ILS,PEN,99.92
GBP,EGP,36.49
JPY,IDR,2769.42
MAD,JPY,84.33
JPY,BDT,35.82
LBP,CNY,644.96
CLP,DKK,3011.31
CNY,VND,1342.81
AUD,LKR,383.09
JPY,SAR,32.4
GBP,AUD,46.45
CNY,HKD,397.74
CNY,UYU,318.13
UGX,USD,48.8
CAD,JOD,527477.54
CNY,HRK,13.43
COP,PLN,1544.92
PKR,HRK,353.96
KES,EUR,2751.68
OMR,IRR,211.66
JPY,LKR,379.4
JPY,MDL,189.56
JPY,GHS,46003.89
DKK,MXN,493.9
CAD,UAH,172.83
RON,EUR,6.24
PYG,GEL,5265.57
CNY,JOD,47.32
PGK,JPY,30380.4
NGN,INR,261394.41
TND,AUD,16790.78
DZD,GBP,100.6
CAD,CNY,3719.8
TND,AUD,4.77
CNY,COP,43.78
PLN,JPY,355.41
MKD,CHF,106.32
PYG,PGK,457.08
RUB,USD,39095.75
JPY,CHF,2131.76
HRK,USD,916.24
MXN,FJD,22594.19
EUR,HKD,2.96
VND,CHF,1197.45
KES,CAD,2863.15
ZAR,TOP,230698.43
HUF,PEN,1412.47
CHF,INR,479.73
PHP,MAD,232.75
HKD,CNY,253566.22
GBP,BYN,48.59
EGP,RON,37.69
PKR,HKD,337.81
AMD,USD,3.53
USD,CZK,35.9
JPY,TMT,180334.63
DZD,CHF,5.24
BGN,VES,2.57
PHP,JPY,110.46
GEL,VUV,58.58
PYG,PKR,27.14
JPY,EUR,5.24
CAD,ZAR,2.14
AUD,TZS,4733.01
MXN,ARS,3178.5
PYG,TOP,1675.15
EUR,CAD,2752.83
COP,RUB,4456.38
EUR,BDT,458.36
IDR,AUD,939.58
ARS,USD,3674.33
NZD,RON,148.19
SAR,UGX,41929.21
GBP,PGK,4189.06
AUD,NOK,8106.1
UAH,BRL,219.06
MXN,SBD,2470.5
AUD,QAR,3718.26
THB,EUR,11825.84
HRK,MXN,3.29
BRL,CHF,380.67
JOD,AUD,2923.76
JPY,PLN,902737.42
GBP,KWD,2458.61
CHF,AUD,3556.31
CHF,SEK,6.04
USD,HUF,276.92
PEN,JPY,48.06
CLP,CAD,3054.53
JPY,FJD,156.1
GBP,BGN,48.86
IDR,CZK,177.01
CNY,GBP,2612.32
CHF,CNY,32.53
ZAR,JPY,30.17
SEK,ILS,4979.34
PYG,GBP,372079.71
RUB,EUR,66.16
ILS,CHF,4243.21
OMR,JPY,4980.18
AUD,IRR,32.69
ZAR,GBP,372054.85
CAD,TOP,40.4
RUB,VND,26.52
UGX,CHF,31.51
EUR,DZD,2444.12
UAH,HKD,20.81
MKD,AUD,12992.44
BHD,CHF,1173.99
EUR,RUB,7.11
TMT,AUD,17.84
EUR,AED,275.85
DKK,CAD,1744.92
BDT,USD,27.22
CLP,USD,36.44
JPY,SEK,663.38
USD,ARS,207.15
TOP,CAD,414.5
GBP,VUV,3421.6
AUD,SAR,32.47
OMR,QAR,301.68
GHS,PKR,41.67
BRL,EUR,22515.86
JOD,AUD,48.44
EUR,AED,34497.71
BRL,CHF,7900.16
VUV,AUD,165.94
CLP,USD,1830.56
TMT,HRK,20.01
EUR,NGN,48404.97
SAR,AUD,421.93
BRL,USD,8763.13
CAD,LBP,1300.94
GEL,AUD,44657.53
TMT,CNY,577.73
KES,VND,288.86
CNY,LBP,308.03
GBP,VND,10.5
BYN,GBP,201.87
SAR,EUR,3516.69
USD,AUD,241.41
CNY,USD,1242.06
CHF,PLN,97.09
GBP,BGN,2150.5
OMR,CHF,4991.71
USD,BOB,1949.8
RON,JPY,2937.14
USD,PHP,155.35
CAD,CNY,7.91
CHF,GEL,5250.53
KES,IRR,352.71
KZT,JPY,19.3
CAD,AED,10.41
NZD,COP,37190.61
COP,AMD,21843.85
NOK,CNY,3543.0
JPY,IRR,13485.37
EUR,IRR,1.25
GBP,OMR,44.4
INR,USD,22113.31
LKR,JOD,159.86
EUR,TMT,26.0
AUD,CZK,19.29
EGP,KRW,349.51
BRL,CZK,175.01
CHF,UYU,25772.38
AUD,IDR,298.63
CNY,RUB,80.64
UAH,MDL,233.44
USD,LKR,286.95
CAD,AZN,360.54
IRR,JPY,42.08
CNY,GHS,24015.31
NZD,AUD,4.38
NZD,TWD,3220.24
EUR,JOD,33698.52
MYR,GBP,1550.17
PEN,KRW,35.08
GHS,EUR,43.92
PEN,EUR,64767.61
HKD,WST,343.06
EUR,VUV,58.68
FJD,GBP,14.04
MYR,EUR,16.43
DZD,GBP,442.57
COP,BYN,18.18
CNY,GBP,168.05
THB,CZK,248.47
TOP,CHF,14638.83
UAH,JPY,1940.63
USD,HRK,88.04
THB,JPY,34273.38
CNY,IDR,335.01
WST,SBD,2333.12
AUD,PHP,11.13
AUD,ILS,470.75
MAD,CNY,1203.92
HKD,EUR,4786.59
CHF,EGP,34917.26
EUR,EGP,13052.87
AUD,GEL,6.71
VND,AUD,484.86
HUF,BOB,268.95
AMD,CAD,31.18
UYU,USD,3032.51
GHS,GBP,5.21
SBD,CNY,201.6
SAR,MXN,15015.7
JPY,GEL,172046.57
GBP,RON,2668.07
GBP,PEN,11.4
CNY,QAR,15776.09
TOP,KES,2082.8
NZD,JPY,4681.77
USD,BHD,2762.2
BOB,CHF,866.66
VUV,CAD,438.71
QAR,JPY,44.76
HUF,PHP,1587.0
VUV,PKR,24954.93
ALL,VND,1849.76
USD,GHS,362.56
KES,HUF,911266.27
VES,EUR,46855.56
SEK,EUR,1521.82
CNY,DKK,201.59
TND,QAR,96.38
IDR,ALL,37.29
MXN,GBP,298.91
JPY,KES,29.84
RSD,GBP,1716.01
AZN,CHF,383.82
ETB,AUD,2521.78
USD,EUR,295.4
AMD,CNY,3299.88
GBP,AZN,37.53
TND,DKK,212.23
JPY,CHF,3086.1
PEN,UZS,405.1
AMD,CAD,12088.59
USD,IRR,255.67
GHS,EUR,17.85
GBP,PEN,311.44
ILS,JPY,491755.2
CNY,AUD,3908.32
JPY,PHP,4378.42
ARS,CAD,1282.39
KES,USD,190.17
CHF,WST,4730.33
ILS,BDT,4629.92
CHF,ILS,188.55
EUR,PGK,45.06
GBP,CLP,208.09
ALL,AUD,30.23
PYG,JPY,15.58
JPY,VES,14228.61
CNY,VES,3860.09
BRL,EUR,711713.8
GBP,UAH,4093.72
INR,UAH,26.43
PKR,KWD,2558.44
CAD,EUR,3921.32
AUD,VND,774.42
SGD,EUR,14.53
USD,TOP,39183.0
EUR,SBD,32501.73
IDR,MDL,415.08
CHF,CNY,2479.42
CHF,TRY,44.12
LBP,UYU,5.34
PKR,GBP,13.81
UAH,CAD,4.39
BOB,AUD,2437.69
GBP,TOP,86.48
UGX,USD,3657.83
UZS,USD,1316.02
UAH,CNY,252.79
EUR,JOD,3239.69
IRR,USD,167.68
ARS,GBP,914636.72
CZK,SAR,375.19
COP,GBP,268972.32
MYR,CHF,49.99
SGD,JOD,39.89
TND,UGX,82719.24
USD,JPY,2522.34
GBP,FJD,39.8
CAD,IDR,332.47
CAD,RSD,45.87
GBP,SEK,2673.42
IDR,JPY,402.24
HKD,JPY,1107.09
DKK,EUR,33.54
CHF,ALL,490.27
CHF,TOP,488.14
GBP,COP,209433.79
GEL,CNY,147.2
ZAR,CAD,3102.12
PEN,GHS,63.97
EUR,DZD,431.74
UZS,CAD,365.82
OMR,CAD,1396.86
PEN,EUR,220.41
CNY,GHS,3364.53
PHP,GEL,4042.42
SBD,TOP,319.08
TRY,PYG,2.97
MKD,CHF,172.52
LKR,VND,49819.96
CNY,ETB,2542.57
AUD,TND,534498.55
VUV,JPY,3409.1
VND,GBP,37313.69
CAD,JPY,174274.99
PHP,RON,47281.06
JPY,ZAR,8231.79
ETB,EUR,1986.25
KZT,GBP,482.53
COP,AUD,3359.45
RON,COP,34.93
AUD,BDT,413991.21
BRL,RON,5.49
CAD,AUD,330.1
AUD,WST,32003.13
KRW,JOD,1084.55
TOP,CAD,5.09
SAR,CHF,354.75
EUR,LBP,20874.26
UZS,EUR,11015.33
PYG,BHD,972.14
MAD,USD,122.06
VES,JPY,483.74
CNY,HRK,2529.36
DKK,AUD,4341.62
BDT,OMR,3074.2
GBP,CAD,252.77
KZT,FJD,157.59
JOD,IDR,147.62
CHF,GEL,4715.63
ARS,USD,348.97
COP,JPY,13797.51
CHF,BYN,21.15
JPY,BHD,47.3
CNY,UAH,123.0
UZS,AUD,89.3
AMD,CNY,136.03
VES,GBP,233.13
CNY,KZT,149.14
CNY,BGN,4.12
GBP,BDT,23.89
CNY,PLN,2493.27
MDL,AZN,18.68
DKK,UGX,2383.42
CAD,LBP,77.48
UGX,MAD,136.65
AUD,ARS,12.85
ARS,PYG,33.78
EUR,HRK,2632.45
DKK,USD,39.69
CNY,CAD,37.5
AED,USD,43.26
CHF,HUF,48.06
BRL,JPY,2.85
IDR,CHF,14.04
SAR,AZN,32625.62
CHF,BRL,149.84
CHF,BYN,318.94
EUR,BGN,437624.09
SAR,CNY,823747.84
GHS,UAH,85.87
TMT,GBP,449.03
NZD,USD,9912.12
DKK,MXN,4575.85
IRR,EUR,187.79
CNY,BDT,40.28
MXN,USD,440.12
INR,CAD,45.19
TWD,CAD,19.25
CLP,JPY,936.94
BRL,PEN,20.43
GBP,UGX,3038.4
USD,QAR,3530.34
USD,VND,312.24
PLN,KZT,85.32
CHF,EUR,23.23
AUD,TND,209.05
GBP,ILS,99.95
EUR,DKK,493.97
CHF,MYR,45727.42
QAR,VND,21204.83
NOK,AUD,2062.94
IRR,EUR,2210.67
CNY,PYG,44949.41
GBP,COP,189.01
EUR,HKD,445.09
CNY,KWD,165.59
RON,USD,16342.14
CNY,UGX,185.19
COP,CAD,46.18
EUR,VND,470.1
GBP,JPY,57.28
HUF,EUR,4030.73
GEL,CAD,12287.27
BRL,JPY,4652.55
SBD,GBP,458655.09
EUR,DKK,40978.9
NOK,USD,446.62
AMD,CHF,88.73
CNY,RSD,2686.28
EUR,GBP,13270.07
IRR,EUR,13.48
EUR,PHP,333.95
PEN,AUD,4888.07
DZD,AUD,2969.73
ARS,UGX,4.0
KES,CHF,3000.99
GHS,RON,1004.89
AUD,NGN,445.53
LKR,WST,86.53
TWD,CNY,2.26
USD,GBP,18.22
ILS,UGX,3248.71
GBP,JPY,27459.58
CNY,KZT,30.5
DKK,CAD,2616.64
BYN,CHF,131.92
AMD,CHF,4674.75
NGN,BRL,1605.35
CNY,KZT,477528.78
TRY,CHF,14690.72
CAD,BDT,48.24
JPY,BGN,157.96
GBP,KZT,50.59
SGD,EUR,45117.86
INR,TRY,2757.74
AUD,ILS,69.63
HUF,PHP,79.09
CNY,NGN,37400.88
CHF,LKR,28611.13
USD,DKK,246.74
EUR,ARS,3767.96
MDL,GBP,3713.74
JPY,LBP,1654.18
SGD,JPY,31.88
TRY,CAD,4025.12
CHF,WST,45261.42
ILS,GHS,10.39
CAD,GHS,6.82
TRY,ILS,30267.17
TND,AUD,134.36
CZK,CAD,1542.87
TOP,EUR,435.17
SAR,BHD,4724.3
CAD,PEN,172.62
USD,GBP,493.18
CAD,WST,4.61
CNY,FJD,882.53
AUD,TRY,514.09
HUF,USD,11.69
FJD,UAH,1.06
BGN,COP,14.52
GHS,JPY,6110.23
CNY,THB,42760.69
PYG,CAD,80.4
PEN,TRY,1628.48
DKK,CAD,97.33
DZD,UGX,506.2
EUR,DZD,4053.85
CNY,KES,382.29
OMR,NOK,1177.25
ARS,CAD,4775.82
CAD,MAD,47.13
BDT,WST,43960.86
CNY,JOD,70.67
DKK,AED,4523.48
TZS,GBP,291.87
USD,BDT,1297.75
JPY,LBP,10.24
CAD,TND,2819.63
SGD,AUD,34.82
GBP,GEL,157.61
GBP,CAD,1601.34
CHF,IDR,2.27
PGK,CHF,30.61
RON,AMD,415.18
CNY,USD,28040.42
EUR,QAR,490.93
TOP,GBP,196.25
CHF,INR,354.92
AUD,MXN,475392.4
CNY,SAR,11.17
CAD,AUD,101.9
TMT,USD,39333.08
GBP,KRW,1731.79
AUD,MDL,1689.78
EUR,JPY,217.33
EUR,CZK,22.25
AUD,CHF,137.51
EUR,IRR,38.26
USD,GBP,5028.89
HKD,GBP,26.96
DZD,CHF,41665.15
SAR,MYR,47.77
HUF,EUR,13.04
GBP,UZS,31203.78
CAD,ILS,3555.28
CNY,VND,39215.3
CAD,AED,1056.24
PYG,TRY,36617.84
BYN,HUF,12.85
USD,SBD,169.71
GBP,ALL,42.13
ETB,CZK,382.53
RON,SBD,4593.45
AMD,KES,130.94
AUD,CNY,4281.7
EUR,MAD,301.47
VES,CAD,29.12
TWD,JPY,101.34
RSD,BRL,2160.53
AUD,MYR,30.44
AUD,ETB,30.49
CZK,CNY,34932.4
AED,CLP,15.45
EUR,ARS,32446.78
OMR,JPY,406.39
EUR,IRR,384.66
NGN,GBP,32.78
VUV,MKD,48193.56
NGN,EUR,66.42
JPY,VES,3966.67
KWD,INR,3187.2
VES,JPY,2.59
EGP,CAD,31517.35
UZS,QAR,9141.57
BRL,CHF,44116.76
UZS,VES,32.48
BYN,CAD,22.96
HKD,JOD,161.02
SBD,CNY,13.12
OMR,JOD,3174.8
JPY,SBD,352.65
MKD,NGN,39.84
